Price,District,City,Town,EnergyCertificate,Floor,Parking,HasParking,ConstructionYear,TotalArea,Garage,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,LivingArea,NumberOfBathrooms,Lift or Elevator
189000.0,0,9,12,2,9.0,1.0,True,1985.0,65.0,,False,1.0,,65.0,1.0,True
285000.0,0,8,20,4,5.0,1.0,True,,123.0,,False,2.0,,78.0,2.0,True
325000.0,0,4,4,4,5.0,1.0,True,,82.0,,False,2.0,,82.0,2.0,True
229000.0,0,4,4,4,5.0,1.0,True,,63.0,,False,1.0,,63.0,1.0,True
262000.0,0,4,4,4,0.0,1.0,True,,61.0,,False,1.0,,61.0,1.0,True
279000.0,0,4,4,5,2.0,1.0,True,,62.0,,False,1.0,,62.0,1.0,True
730000.0,0,9,12,4,5.0,2.0,True,2023.0,185.0,,False,2.0,,95.0,2.0,True
150000.0,0,1,1,7,3.0,1.0,True,2008.0,47054.0,,False,1.0,,58.0,2.0,True
330000.0,0,6,8,2,5.0,1.0,True,1994.0,90.0,,False,2.0,,77.0,2.0,True
230000.0,0,6,8,3,4.0,0.0,False,1988.0,60.0,,False,2.0,,66.0,1.0,True
242000.0,0,13,21,5,5.0,0.0,False,2005.0,64.0,,False,1.0,,58.0,1.0,False
220000.0,0,1,1,2,3.0,0.0,False,1989.0,74.0,,False,1.0,,74.0,1.0,True
285000.0,0,8,20,4,5.0,1.0,True,,120.0,,False,2.0,,75.0,2.0,False
268000.0,0,4,4,4,0.0,1.0,True,,62.0,,False,1.0,,62.0,1.0,True
199000.0,0,13,21,3,0.0,1.0,True,2004.0,70.0,,False,2.0,,70.0,1.0,False
255000.0,0,12,17,2,10.0,3.0,True,1991.0,70.0,,False,2.0,,70.0,2.0,True
350000.0,0,3,3,3,0.0,1.0,True,1983.0,880.0,,False,1.0,,65.0,1.0,True
365000.0,0,3,3,2,7.0,1.0,True,2008.0,20590.0,,False,2.0,,88.0,2.0,True
425000.0,0,4,4,4,5.0,1.0,True,2021.0,123.0,,False,3.0,,123.0,,False
255000.0,0,4,4,4,5.0,1.0,True,,62.0,,False,1.0,,62.0,1.0,True
305000.0,0,4,4,4,1.0,1.0,True,,73.0,,False,2.0,,73.0,1.0,True
316000.0,0,4,4,4,0.0,2.0,True,,73.0,,False,2.0,,73.0,1.0,True
326000.0,0,4,4,4,2.0,2.0,True,,73.0,,False,2.0,,73.0,1.0,True
364000.0,0,13,19,7,0.0,1.0,True,2007.0,136.0,,False,3.0,,136.0,2.0,True
188500.0,0,7,9,2,0.0,0.0,False,1966.0,70.0,,False,2.0,,67.0,2.0,False
285000.0,0,1,1,1,0.0,0.0,False,,59.0,,False,1.0,,59.0,1.0,False
229000.0,0,3,3,6,8.0,0.0,False,1988.0,75.0,,False,2.0,,67.0,1.0,True
650000.0,0,6,8,4,2.0,1.0,True,2019.0,102.0,,False,2.0,,156.0,2.0,True
595000.0,0,1,1,5,2.0,2.0,True,,10560.0,,False,2.0,,108.0,2.0,True
240000.0,0,3,3,4,5.0,1.0,True,2023.0,750.0,,False,1.0,,60.0,1.0,True
426000.0,0,1,1,4,5.0,1.0,True,,10560.0,,False,2.0,,91.0,2.0,True
2500.0,0,1,1,5,5.0,1.0,True,1985.0,28.0,,False,,,28.0,1.0,True
2500.0,0,1,1,7,0.0,1.0,True,1985.0,28.0,,False,,,28.0,1.0,True
1299000.0,0,1,1,1,2.0,0.0,False,,242.0,,False,4.0,,242.0,4.0,False
10000.0,0,1,1,1,1.0,0.0,False,1974.0,41.0,,False,1.0,,41.0,1.0,True
10000.0,0,1,1,1,1.0,0.0,False,1974.0,41.0,,False,1.0,,41.0,1.0,True
416000.0,0,1,1,4,1.0,0.0,False,,10560.0,,False,2.0,,88.0,2.0,True
498750.0,0,6,8,3,1.0,2.0,True,2003.0,2869.0,,False,2.0,,97.0,2.0,True
330000.0,0,3,3,4,4.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
340000.0,0,3,3,0,7.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
320000.0,0,3,3,4,3.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
553000.0,0,1,1,5,2.0,2.0,True,,10560.0,,False,2.0,,98.0,2.0,True
2500.0,0,1,1,7,0.0,1.0,True,1985.0,28.0,,False,,,28.0,1.0,True
2500.0,0,1,1,7,0.0,1.0,True,1985.0,28.0,,False,,,28.0,1.0,True
799000.0,0,8,10,0,0.0,1.0,True,2022.0,122.0,,False,2.0,,122.0,3.0,True
220000.0,0,7,9,7,0.0,1.0,True,2007.0,80.0,,False,2.0,,76.0,1.0,True
365000.0,0,3,3,4,0.0,1.0,True,2023.0,750.0,,False,3.0,,107.0,3.0,True
436000.0,0,1,1,5,0.0,1.0,True,,10560.0,,False,2.0,,90.0,2.0,True
360000.0,0,8,10,3,3.0,0.0,False,2011.0,360.0,,False,1.0,,74.0,2.0,True
199000.0,0,12,17,3,0.0,0.0,False,1989.0,104.0,,False,3.0,,83.0,2.0,False
677000.0,0,1,1,5,2.0,2.0,True,,10560.0,,False,2.0,,126.0,2.0,True
125000.0,0,3,3,2,8.0,0.0,False,1993.0,43.0,,False,1.0,,42.0,1.0,True
424000.0,0,1,1,4,1.0,1.0,True,,10560.0,,False,2.0,,88.0,2.0,True
8000.0,0,1,1,5,5.0,1.0,True,1985.0,28.0,,False,,,28.0,1.0,True
2500.0,0,1,1,7,0.0,1.0,True,1985.0,28.0,,False,,,28.0,1.0,True
165000.0,0,13,19,3,0.0,0.0,False,1986.0,58.0,,False,1.0,,61.0,1.0,False
650000.0,0,6,8,3,9.0,1.0,True,1999.0,666.0,,False,2.0,,154.0,2.0,True
905000.0,0,6,8,4,2.0,1.0,True,2023.0,125.0,,False,3.0,,125.0,3.0,True
350000.0,0,3,3,4,1.0,1.0,True,2023.0,750.0,,False,3.0,,107.0,2.0,True
305000.0,0,5,5,3,1.0,1.0,True,2011.0,84.0,,False,2.0,,118.0,2.0,True
620100.0,0,4,4,4,2.0,3.0,True,2023.0,232.0,,False,3.0,,232.0,3.0,True
419000.0,0,1,1,5,5.0,1.0,True,,10560.0,,False,2.0,,89.0,2.0,True
280000.0,0,3,3,4,0.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
229500.0,0,1,1,2,1.0,1.0,True,1992.0,84.0,,False,2.0,,6.0,1.0,False
655000.0,0,1,1,5,2.0,2.0,True,,10560.0,,False,2.0,,123.0,2.0,True
380000.0,0,8,22,3,3.0,1.0,True,2008.0,540.0,,False,4.0,,169.0,3.0,True
770000.0,0,6,8,4,5.0,1.0,True,2023.0,98.0,,False,2.0,,98.0,3.0,True
425000.0,0,3,3,4,4.0,2.0,True,2023.0,750.0,,False,3.0,,107.0,3.0,True
169250.0,0,13,19,2,2.0,0.0,False,1998.0,60.0,,False,1.0,,60.0,1.0,False
270000.0,0,3,3,4,3.0,1.0,True,,750.0,,False,1.0,,61.0,1.0,True
10500.0,0,6,8,1,0.0,0.0,False,2000.0,87.0,,False,1.0,,87.0,1.0,True
699600.0,0,4,4,4,0.0,3.0,True,2023.0,265.0,,False,4.0,,265.0,2.0,True
424000.0,0,4,4,4,2.0,3.0,True,2023.0,132.0,,False,2.0,,132.0,1.0,True
280000.0,0,3,3,4,0.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
300000.0,0,3,3,4,1.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
390000.0,0,3,3,4,3.0,2.0,True,2023.0,750.0,,False,3.0,,107.0,3.0,True
325000.0,0,3,3,3,7.0,1.0,True,2007.0,9500.0,,False,2.0,,99.0,2.0,True
360000.0,0,3,3,4,2.0,1.0,True,2023.0,750.0,,False,3.0,,107.0,2.0,True
285000.0,0,3,3,4,7.0,1.0,True,2023.0,750.0,,False,1.0,,61.0,1.0,True
340000.0,0,3,3,4,7.0,1.0,True,2023.0,750.0,,False,2.0,,79.0,2.0,True
583000.0,0,4,4,4,0.0,3.0,True,2023.0,196.0,,False,3.0,,196.0,1.0,True
630700.0,0,4,4,4,3.0,3.0,True,2023.0,232.0,,False,3.0,,232.0,1.0,True
455800.0,0,4,4,4,7.0,3.0,True,2023.0,145.0,,False,2.0,,145.0,1.0,True
434600.0,0,4,4,4,3.0,3.0,True,2023.0,133.0,,False,2.0,,133.0,1.0,True
1081200.0,0,4,4,4,9.0,3.0,True,2023.0,315.0,,False,4.0,,315.0,2.0,True
445200.0,0,4,4,4,4.0,3.0,True,2023.0,132.0,,False,2.0,,132.0,1.0,True
620100.0,0,4,4,4,7.0,3.0,True,2023.0,218.0,,False,3.0,,218.0,1.0,True
418700.0,0,4,4,4,0.0,3.0,True,2023.0,147.0,,False,2.0,,147.0,1.0,True
338000.0,0,3,3,3,1.0,1.0,True,2004.0,90.0,,False,2.0,,90.0,2.0,True
362500.0,0,3,3,4,0.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
335000.0,0,6,11,4,5.0,3.0,True,2023.0,171.0,,False,3.0,,171.0,,True
295000.0,0,6,11,4,5.0,3.0,True,2023.0,144.0,,False,2.0,,144.0,1.0,True
395000.0,0,6,11,4,1.0,3.0,True,2023.0,146.0,,False,3.0,,146.0,,True
297500.0,0,3,3,4,9.0,1.0,True,2023.0,99.0,,False,2.0,,99.0,2.0,True
230000.0,0,1,1,3,1.0,3.0,True,2001.0,78.0,,False,1.0,,57.0,,False
355000.0,0,12,23,5,0.0,2.0,True,2009.0,120.0,,False,2.0,,82.0,2.0,False
382500.0,0,3,3,4,7.0,1.0,True,2023.0,162.0,,False,3.0,,114.0,2.0,True
377500.0,0,3,3,4,4.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
395000.0,0,6,11,4,1.0,3.0,True,2023.0,155.0,,False,3.0,,155.0,,True
420000.0,0,6,11,4,0.0,3.0,True,2023.0,150.0,,False,3.0,,150.0,,True
1028200.0,0,4,4,4,9.0,3.0,True,2023.0,312.0,,False,4.0,,312.0,,True
285000.0,0,6,11,4,5.0,3.0,True,2023.0,102.0,,False,2.0,,102.0,,True
235000.0,0,1,1,2,2.0,0.0,False,1990.0,105.0,,False,1.0,,95.0,2.0,False
367500.0,0,3,3,4,2.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
287500.0,0,3,3,4,4.0,1.0,True,2023.0,99.0,,False,2.0,,99.0,2.0,True
377500.0,0,3,3,4,4.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
297500.0,0,3,3,4,9.0,1.0,True,2023.0,99.0,,False,2.0,,99.0,2.0,True
500000.0,0,1,1,3,2.0,0.0,False,2007.0,94.0,,False,2.0,,94.0,2.0,True
225000.0,0,3,3,3,1.0,0.0,False,1972.0,329.0,,False,5.0,,123.0,2.0,False
3500.0,0,1,1,1,3.0,0.0,False,1989.0,40.0,,False,,,40.0,1.0,True
350000.0,0,6,11,4,1.0,3.0,True,2023.0,128.0,,False,2.0,,128.0,,True
455800.0,0,4,4,4,7.0,3.0,True,2023.0,145.0,,False,2.0,,145.0,1.0,True
413400.0,0,4,4,0,1.0,3.0,True,2023.0,146.0,,False,2.0,,146.0,1.0,True
265000.0,0,6,8,7,1.0,1.0,True,1988.0,59.0,,False,1.0,,59.0,1.0,False
352500.0,0,3,3,4,5.0,1.0,True,2023.0,88.0,,False,3.0,,88.0,2.0,True
195000.0,0,1,1,7,4.0,1.0,True,2003.0,88.0,,False,1.0,,88.0,,True
292500.0,0,3,3,4,7.0,1.0,True,2023.0,99.0,,False,2.0,,99.0,2.0,True
445200.0,0,4,4,4,4.0,3.0,True,2023.0,146.0,,False,2.0,,146.0,1.0,True
609500.0,0,4,4,4,4.0,3.0,True,2023.0,209.0,,False,3.0,,209.0,1.0,True
650000.0,0,6,8,1,1.0,1.0,True,2023.0,103.0,,False,2.0,,103.0,3.0,True
8000.0,0,6,8,1,1.0,0.0,False,2000.0,87.0,,False,1.0,,70.0,1.0,True
262500.0,0,3,3,4,5.0,1.0,True,2023.0,88.0,,False,2.0,,88.0,2.0,True
372500.0,0,3,3,4,3.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
382500.0,0,3,3,4,7.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
609500.0,0,4,4,0,1.0,3.0,True,2023.0,226.0,,False,3.0,,226.0,1.0,True
6000.0,0,6,8,1,7.0,0.0,False,2000.0,63.0,,False,1.0,,63.0,1.0,True
387500.0,0,3,3,4,9.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
157000.0,0,3,14,2,1.0,3.0,True,2009.0,11560.0,,False,,,51.0,1.0,True
362500.0,0,3,3,4,0.0,1.0,True,2023.0,162.0,,False,3.0,,114.0,2.0,True
185000.0,0,9,12,2,5.0,1.0,True,1999.0,53.0,,False,1.0,,53.0,1.0,True
655000.0,0,6,8,1,5.0,1.0,True,2023.0,91.0,,False,2.0,,91.0,,True
155000.0,0,1,1,7,3.0,0.0,False,2008.0,56.0,,False,1.0,,56.0,,True
550000.0,0,6,11,5,2.0,3.0,True,2023.0,234.0,,False,3.0,,234.0,,True
161500.0,0,3,14,3,0.0,3.0,True,2009.0,11560.0,,False,,,51.0,1.0,True
367500.0,0,3,3,4,2.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
229000.0,0,3,3,3,1.0,0.0,False,1985.0,1000.0,,False,1.0,,50.0,1.0,True
297000.0,0,6,8,1,4.0,0.0,False,1994.0,71.0,,False,1.0,,63.0,1.0,True
11500.0,0,1,1,1,2.0,1.0,True,1990.0,79.0,,False,1.0,,79.0,1.0,False
18000.0,0,1,1,1,2.0,1.0,True,1974.0,41.0,,False,1.0,,41.0,1.0,True
396000.0,0,1,1,3,4.0,0.0,False,2008.0,137.0,,False,2.0,,137.0,,True
422500.0,0,4,24,0,0.0,1.0,True,2021.0,89.0,,False,2.0,,89.0,2.0,True
199500.0,0,1,1,7,0.0,0.0,False,1975.0,776.0,,False,2.0,,56.0,1.0,False
680000.0,0,6,8,1,5.0,1.0,True,2023.0,103.0,,False,2.0,,103.0,3.0,True
4000.0,0,1,1,7,5.0,1.0,True,1985.0,10368.0,,False,1.0,,60.0,1.0,True
2000.0,0,1,1,7,5.0,1.0,True,1985.0,10368.0,,False,1.0,,60.0,1.0,True
357500.0,0,3,3,4,1.0,1.0,True,2023.0,114.0,,False,3.0,,114.0,2.0,True
279000.0,0,6,8,6,4.0,1.0,True,1999.0,86.0,,False,1.0,,60.0,1.0,True
425000.0,0,4,24,0,1.0,1.0,True,2021.0,87.0,,False,2.0,,87.0,2.0,True
13400.0,0,1,1,1,0.0,3.0,True,1988.0,116.0,,False,2.0,,116.0,2.0,True
242500.0,0,3,3,4,5.0,0.0,False,2023.0,87.0,,False,2.0,,87.0,2.0,True
205000.0,0,9,12,2,3.0,1.0,True,2002.0,54.0,,False,1.0,,54.0,1.0,True
560000.0,0,4,24,0,2.0,1.0,True,2021.0,83.0,,False,3.0,,83.0,2.0,True
7000.0,0,1,1,1,1.0,3.0,True,1990.0,58.0,,False,,,58.0,1.0,False
260000.0,0,1,1,3,5.0,0.0,False,1981.0,95.0,,False,2.0,,90.0,2.0,False
614000.0,0,4,4,4,2.0,2.0,True,,234.0,,False,3.0,,146.0,4.0,True
