District,City,Town,EnergyCertificate,Floor,Parking,ConstructionYear,TotalArea,Garage,TotalRooms,NumberOfBedrooms,LivingArea,NumberOfBathrooms,Price
2,41,91,1,1.0,2.0,2022.0,244.0,1.1860649819494584,4.0,2.309241877256318,240.0,4.0,2190000.0
2,21,101,7,6.0,1.0,1991.0,62.0,1.1860649819494584,2.68557624083522,2.309241877256318,52.0,1.0,350000.0
2,21,126,6,5.0,0.0,1950.0,67.0,1.1860649819494584,2.0,2.309241877256318,67.0,1.0,495000.0
2,50,153,3,7.0,0.0,1999.0,94.0,1.1860649819494584,3.0,2.309241877256318,94.0,1.8961387800783436,149500.0
2,21,41,2,1.0,0.0,1951.0,90.0,1.1860649819494584,2.0,2.309241877256318,70.0,2.0,849000.0
2,15,127,3,7.0,0.0,2008.0,78.0,1.1860649819494584,2.0,2.309241877256318,68.0,1.8961387800783436,219500.0
2,15,148,2,5.0,0.0,1999.0,293.0,1.1860649819494584,2.0,2.309241877256318,70.0,1.0,260000.0
2,15,107,3,4.0,1.0,2003.0,100.0,1.1860649819494584,2.0,2.309241877256318,96.0,2.0,315000.0
2,21,125,2,1.0,0.0,1951.0,55.0,1.1860649819494584,2.0,2.309241877256318,50.0,1.0,400000.0
2,15,89,2,2.0,0.0,1970.0,85.0,1.1860649819494584,3.0,2.309241877256318,85.0,2.0,199000.0
2,41,91,6,4.0,0.0,1967.0,60.0,1.1860649819494584,3.0,2.309241877256318,60.0,1.0,300000.0
2,41,91,0,5.0,3.0,1997.7521777596298,181.0,1.1860649819494584,4.0,2.309241877256318,181.0,4.0,2190000.0
2,52,119,6,10.0,0.0,1995.0,79.0,1.1860649819494584,2.0,2.309241877256318,76.0,1.0,235000.0
2,53,131,6,0.0,1.0,1994.0,149.0,1.1860649819494584,2.0,2.309241877256318,68.0,1.0,149750.0
2,50,153,6,0.0,1.0,2002.0,75.0,1.1860649819494584,2.0,2.309241877256318,88.0,1.0,176000.0
2,52,106,5,3.0,2.0,2022.0,137.0,1.1860649819494584,3.0,2.309241877256318,119.0,2.0,435000.0
2,15,120,5,1.0,0.0,2002.0,101.0,1.1860649819494584,2.0,2.309241877256318,95.0,2.0,239500.0
2,21,125,7,2.0,3.0,2009.0,287.0,1.1860649819494584,4.0,2.309241877256318,287.0,8.0,1390000.0
2,50,150,2,11.0,0.0,1984.0,67.0,1.1860649819494584,2.0,2.309241877256318,67.0,1.8961387800783436,110000.0
2,21,132,2,3.0,1.0,1985.0,130.0,1.1860649819494584,3.0,2.309241877256318,117.0,2.0,559000.0
2,15,120,8,2.0,0.0,1970.0,61.0,1.1860649819494584,6.0,2.309241877256318,77.0,3.0,299970.0
2,41,83,3,5.0,1.0,2005.0,165.0,1.1860649819494584,3.0,2.309241877256318,138.0,2.0,420000.0
2,15,28,2,3.0,0.0,1993.0,105.0,1.1860649819494584,2.0,2.309241877256318,79.0,1.0,218000.0
2,50,92,2,1.0,0.0,1998.0,75.0,1.1860649819494584,2.0,2.309241877256318,75.0,1.0,153000.0
2,21,105,8,0.0,0.0,1938.0,61.0,1.1860649819494584,2.0,2.309241877256318,126.0,1.0,375000.0
2,53,97,3,4.0,0.0,2004.0,99.0,1.1860649819494584,2.0,2.309241877256318,99.0,1.0,142500.0
2,21,138,6,2.0,0.0,1969.0,76.0,1.1860649819494584,3.0,2.309241877256318,75.0,1.0,294000.0
2,59,147,2,0.0,1.0,2000.0,149.0,1.1860649819494584,3.0,2.309241877256318,115.0,2.0,210000.0
2,21,142,2,0.0,0.0,1971.0,222.0,1.1860649819494584,2.0,2.309241877256318,64.0,2.0,364000.0
2,21,93,5,5.0,0.0,2023.0,134.4575496235455,1.1860649819494584,1.0,2.309241877256318,42.0,1.0,375000.0
2,54,103,2,11.0,0.0,1961.0,114.0,1.1860649819494584,2.0,2.309241877256318,73.0,1.0,290000.0
2,50,114,2,4.0,0.0,1979.0,179.0,1.1860649819494584,3.0,2.309241877256318,100.0,2.0,175000.0
2,21,122,6,0.0,0.0,1920.0,80.0,1.1860649819494584,2.0,2.309241877256318,80.0,2.0,470000.0
2,41,88,3,0.0,1.0,1993.0,97.0,1.1860649819494584,2.0,2.309241877256318,80.0,2.0,340000.0
2,21,108,1,2.0,2.0,1997.7521777596298,121.0,1.1860649819494584,3.0,2.309241877256318,121.0,5.0,955000.0
2,21,142,2,1.0,0.0,1934.0,70.0,1.1860649819494584,2.0,2.309241877256318,70.0,1.0,247000.0
2,15,120,8,2.0,0.0,2003.0,37.0,1.1860649819494584,1.0,2.309241877256318,37.0,1.0,140000.0
2,54,117,7,2.0,1.0,1980.0,90.0,1.1860649819494584,2.0,2.309241877256318,72.0,1.0,670000.0
2,52,100,2,5.0,0.0,1976.0,81.0,1.1860649819494584,3.0,2.309241877256318,75.0,2.0,194675.0
2,52,95,2,2.0,0.0,1982.0,74.0,1.1860649819494584,2.0,2.309241877256318,74.0,1.0,180000.0
2,21,122,2,5.0,0.0,1920.0,110.0,1.1860649819494584,2.0,2.309241877256318,110.0,2.0,450000.0
2,21,108,0,3.0,2.0,1997.7521777596298,121.0,1.1860649819494584,3.0,2.309241877256318,121.0,5.0,1040000.0
2,21,108,0,1.0,2.0,1997.7521777596298,121.0,1.1860649819494584,3.0,2.309241877256318,121.0,5.0,1320000.0
2,41,74,3,5.0,0.0,1975.0,65.0,1.1860649819494584,1.0,2.309241877256318,61.0,1.0,270000.0
2,21,90,2,7.0,2.0,1990.0,210.0,1.1860649819494584,3.0,2.309241877256318,207.0,3.0,4000000.0
2,21,96,2,5.0,0.0,1964.0,112.0,1.1860649819494584,4.0,2.309241877256318,100.0,2.0,500000.0
2,41,91,3,0.0,0.0,1968.0,55.0,1.1860649819494584,1.0,2.309241877256318,50.0,1.0,282500.0
2,21,126,2,5.0,0.0,1950.0,100.0,1.1860649819494584,1.0,2.309241877256318,38.0,1.0,170000.0
2,21,104,3,3.0,1.0,2006.0,77.0,1.1860649819494584,2.0,2.309241877256318,77.0,1.0,549000.0
2,21,96,2,11.0,0.0,1959.0,56.0,1.1860649819494584,1.0,2.309241877256318,50.0,1.0,328500.0
2,55,134,7,0.0,2.0,2010.0,151.0,1.1860649819494584,3.0,2.309241877256318,124.0,3.0,430000.0
2,21,122,8,2.0,0.0,1920.0,171.0,1.1860649819494584,4.0,2.309241877256318,171.0,3.0,950000.0
2,21,126,8,2.0,0.0,1950.0,134.4575496235455,1.1860649819494584,3.0,2.309241877256318,72.0,2.0,360000.0
2,54,157,7,1.0,0.0,1997.0,80.0,1.1860649819494584,2.0,2.309241877256318,73.0,1.0,292500.0
2,53,131,7,1.0,1.0,2011.0,121.0,1.1860649819494584,3.0,2.309241877256318,121.0,2.0,225000.0
2,21,122,2,1.0,0.0,1920.0,80.0,1.1860649819494584,2.0,2.309241877256318,80.0,2.0,460000.0
2,15,107,2,7.0,0.0,1988.0,103.0,1.1860649819494584,2.0,2.309241877256318,103.0,1.0,240000.0
2,21,130,2,1.0,1.0,1951.0,78.0,1.1860649819494584,2.0,2.309241877256318,88.0,1.0,340000.0
2,15,113,2,3.0,0.0,1970.0,80.0,1.1860649819494584,2.0,2.309241877256318,80.0,2.0,199500.0
2,50,150,8,2.0,0.0,1985.0,93.0,1.1860649819494584,3.0,2.309241877256318,111.0,2.0,152000.0
2,50,153,6,2.0,1.0,2009.0,118.0,1.1860649819494584,2.0,2.309241877256318,134.0,1.0,179000.0
2,55,134,3,5.0,1.0,2010.0,529.0,1.1860649819494584,1.0,2.309241877256318,65.0,1.0,275000.0
2,53,97,6,5.0,1.0,2000.0,211.0,1.1860649819494584,2.0,2.309241877256318,78.0,1.0,170000.0
2,56,123,3,5.0,2.0,2007.0,80.0,1.1860649819494584,2.0,2.309241877256318,76.0,2.0,240000.0
2,15,120,2,1.0,0.0,1990.0,89.0,1.1860649819494584,3.0,2.309241877256318,89.0,2.0,155000.0
2,21,104,2,7.0,3.0,2003.0,212.0,1.1860649819494584,4.0,2.309241877256318,212.0,3.0,1300000.0
2,21,133,6,2.0,1.0,1982.0,129.0,1.1860649819494584,3.0,2.309241877256318,129.0,2.0,533000.0
2,15,89,3,2.0,0.0,1994.0,125.0,1.1860649819494584,3.0,2.309241877256318,105.0,2.0,243000.0
2,21,101,3,4.0,1.0,1991.0,137.0,1.1860649819494584,3.0,2.309241877256318,111.0,2.0,580000.0
2,55,143,6,2.0,0.0,1960.0,77.0,1.1860649819494584,2.0,2.309241877256318,69.0,1.0,169000.0
2,21,93,3,11.0,0.0,2009.0,77.0,1.1860649819494584,1.0,2.309241877256318,77.0,1.0,450000.0
2,21,98,4,6.0,3.0,2023.0,203.0,1.1860649819494584,4.0,2.309241877256318,180.0,4.0,2200000.0
2,21,142,3,5.0,0.0,1950.0,134.4575496235455,1.1860649819494584,2.0,2.309241877256318,46.0,2.0,254000.0
2,15,28,2,1.0,1.0,1978.0,74.0,1.1860649819494584,2.0,2.309241877256318,69.0,1.0,175000.0
2,41,74,2,6.0,0.0,1979.0,145.0,1.1860649819494584,3.0,2.309241877256318,100.0,2.0,420000.0
2,41,83,2,11.0,1.0,1980.0,95.0,1.1860649819494584,3.0,2.309241877256318,69.0,2.0,380000.0
2,54,157,3,1.0,2.0,2008.0,116.0,1.1860649819494584,3.0,2.309241877256318,100.0,2.0,525000.0
2,52,168,1,1.0,0.0,1960.0,72.0,1.1860649819494584,2.0,2.309241877256318,72.0,1.8961387800783436,162000.0
2,21,142,2,5.0,0.0,1977.0,105.0,1.1860649819494584,2.0,2.309241877256318,65.0,1.0,345000.0
2,21,112,8,2.0,0.0,1952.0,73.0,1.1860649819494584,2.0,2.309241877256318,73.0,1.0,220000.0
2,21,41,8,3.0,0.0,1951.0,52.0,1.1860649819494584,2.0,2.309241877256318,52.0,1.0,367500.0
2,51,94,3,3.0,2.0,2005.0,147.0,1.1860649819494584,3.0,2.309241877256318,127.0,2.0,500000.0
2,15,113,3,1.0,0.0,1970.0,60.0,1.1860649819494584,2.0,2.309241877256318,54.0,1.0,169000.0
2,15,113,2,0.0,0.0,1989.0,80.0,1.1860649819494584,2.0,2.309241877256318,80.0,1.0,183000.0
2,55,143,2,0.0,0.0,1979.0,73.0,1.1860649819494584,2.0,2.309241877256318,73.0,1.0,199990.0
2,21,96,6,1.0,0.0,1958.0,89.0,1.1860649819494584,2.0,2.309241877256318,89.0,1.0,410000.0
2,15,28,3,1.0,0.0,1995.0,100.0,1.1860649819494584,2.0,2.309241877256318,100.0,1.0,185000.0
2,55,143,6,1.0,0.0,1977.0,78.0,1.1860649819494584,2.0,2.309241877256318,70.0,1.0,200000.0
2,54,103,2,0.0,0.0,1975.0,96.0,1.1860649819494584,2.0,2.309241877256318,101.0,1.0,315000.0
2,54,103,6,1.0,0.0,1975.0,96.0,1.1860649819494584,2.0,2.309241877256318,155.0,1.0,325000.0
2,21,136,4,7.0,2.0,2003.0,269.0,1.1860649819494584,4.0,2.309241877256318,250.0,4.0,1650000.0
2,21,96,2,1.0,0.0,1963.0,134.4575496235455,1.1860649819494584,3.0,2.309241877256318,115.0,4.0,557000.0
2,21,108,2,0.0,0.0,1984.0,85.0,1.1860649819494584,2.0,2.309241877256318,58.0,1.0,490000.0
2,41,91,8,1.0,0.0,1967.0,62.0,1.1860649819494584,2.0,2.309241877256318,58.0,1.0,225000.0
2,21,138,3,3.0,0.0,1980.0,115.0,1.1860649819494584,4.0,2.309241877256318,104.0,2.0,450000.0
2,21,130,0,0.0,3.0,2023.0,227.0,1.1860649819494584,4.0,2.309241877256318,201.0,5.0,1680000.0
2,21,142,6,2.0,0.0,1951.0,167.0,1.1860649819494584,2.0,2.309241877256318,75.0,1.0,325000.0
2,41,83,2,1.0,2.0,2001.0,108.0,1.1860649819494584,3.0,2.309241877256318,92.0,2.0,375000.0
2,52,119,4,4.0,2.0,2015.0,216.0,1.1860649819494584,3.0,2.309241877256318,159.0,4.0,698000.0
2,21,130,2,5.0,0.0,1969.0,97.0,1.1860649819494584,2.0,2.309241877256318,97.0,1.0,378000.0
2,55,139,8,0.0,0.0,1975.0,101.0,1.1860649819494584,1.0,2.309241877256318,40.0,1.0,149500.0
2,21,41,6,0.0,0.0,1951.0,72.0,1.1860649819494584,2.0,2.309241877256318,72.0,1.0,525000.0
2,51,94,3,0.0,2.0,2007.0,231.0,1.1860649819494584,4.0,2.309241877256318,170.0,3.0,770000.0
2,21,108,3,2.0,0.0,1976.0,98.0,1.1860649819494584,2.0,2.309241877256318,98.0,2.0,450000.0
2,21,96,3,9.0,2.0,2004.0,157.0,1.1860649819494584,3.0,2.309241877256318,128.0,3.0,860000.0
2,56,123,3,0.0,1.0,1978.0,187.0,1.1860649819494584,3.0,2.309241877256318,92.0,2.0,205000.0
2,57,160,3,0.0,1.0,2005.0,136.0,1.1860649819494584,3.0,2.309241877256318,136.0,2.0,315000.0
2,21,136,3,1.0,0.0,1985.0,50.0,1.1860649819494584,2.0,2.309241877256318,49.0,1.0,285000.0
2,23,45,2,1.0,0.0,1967.0,62.0,1.1860649819494584,2.0,2.309241877256318,62.0,1.8961387800783436,141000.0
2,21,136,6,5.0,0.0,1950.0,52.0,1.1860649819494584,3.0,2.309241877256318,39.0,1.0,285000.0
2,21,41,3,5.0,0.0,1951.0,20.0,1.1860649819494584,1.0,2.309241877256318,20.0,1.0,159000.0
2,21,109,6,11.0,0.0,1967.0,52.0,1.1860649819494584,1.0,2.309241877256318,44.0,1.0,285000.0
2,21,105,6,1.0,1.0,1996.0,205.0,1.1860649819494584,5.0,2.309241877256318,160.0,3.0,820000.0
2,21,41,8,1.0,0.0,1951.0,66.0,1.1860649819494584,2.0,2.309241877256318,66.0,1.0,525000.0
2,21,41,6,2.0,0.0,1951.0,68.0,1.1860649819494584,2.0,2.309241877256318,68.0,1.0,493500.0
2,21,96,2,1.0,0.0,1988.0,56.0,1.1860649819494584,2.0,2.309241877256318,61.0,1.0,325000.0
2,51,94,3,6.0,0.0,1990.0,80.0,1.1860649819494584,3.0,2.309241877256318,84.0,2.0,255000.0
2,54,99,2,2.0,0.0,1977.0,71.0,1.1860649819494584,2.0,2.309241877256318,64.0,1.0,219900.0
2,54,117,2,4.0,0.0,1980.0,120.0,1.1860649819494584,3.0,2.309241877256318,100.0,2.0,340000.0
2,55,143,7,2.0,2.0,2003.0,187.0,1.1860649819494584,3.0,2.309241877256318,135.0,3.0,420000.0
2,41,88,4,5.0,2.0,2019.0,593.0,1.1860649819494584,4.0,2.309241877256318,254.0,5.0,1650000.0
2,21,96,3,6.0,2.0,1991.0,146.0,1.1860649819494584,4.0,2.309241877256318,146.0,2.0,865000.0
2,15,120,6,0.0,0.0,1973.0,402.0,1.1860649819494584,3.0,2.309241877256318,73.0,2.0,224800.0
2,41,83,2,1.0,0.0,1982.0,75.0,1.1860649819494584,2.0,2.309241877256318,68.0,2.0,295000.0
2,15,120,3,4.0,1.0,1999.0,153.0,1.1860649819494584,4.0,2.309241877256318,133.0,3.0,390000.0
2,41,91,2,2.0,2.0,1989.0,653.0,1.1860649819494584,3.0,2.309241877256318,150.0,3.0,1150000.0
2,51,94,3,2.0,0.0,1983.0,71.0,1.1860649819494584,2.0,2.309241877256318,70.0,1.0,220000.0
2,21,93,3,5.0,0.0,1940.0,113.0,1.1860649819494584,2.0,2.309241877256318,105.0,1.0,685000.0
2,21,135,6,9.0,1.0,1980.0,119.0,1.1860649819494584,3.0,2.309241877256318,119.0,2.0,399000.0
2,21,133,1,2.0,2.0,1997.7521777596298,170.0,1.1860649819494584,3.0,2.309241877256318,170.0,3.0,1142000.0
2,21,133,1,0.0,2.0,1997.7521777596298,108.0,1.1860649819494584,2.0,2.309241877256318,108.0,3.0,676000.0
2,15,127,8,0.0,0.0,1993.0,130.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,267000.0
2,55,143,3,0.0,0.0,1960.0,75.0,1.1860649819494584,2.0,2.309241877256318,90.0,1.0,195000.0
2,21,133,1,0.0,2.0,1997.7521777596298,133.0,1.1860649819494584,2.0,2.309241877256318,133.0,3.0,880000.0
2,21,105,7,10.0,3.0,2008.0,841.0,1.1860649819494584,4.0,2.309241877256318,190.0,3.0,980000.0
2,51,94,3,10.0,2.0,2007.0,231.0,1.1860649819494584,4.0,2.309241877256318,170.0,3.0,770000.0
2,55,143,3,7.0,0.0,1974.0,373.0,1.1860649819494584,3.0,2.309241877256318,95.0,2.0,324000.0
2,21,126,4,1.0,1.0,2022.0,80.0,1.1860649819494584,2.0,2.309241877256318,80.0,2.0,599000.0
2,21,98,2,0.0,0.0,1942.0,41.0,1.1860649819494584,2.68557624083522,2.309241877256318,33.0,1.0,160000.0
2,51,94,6,9.0,0.0,1981.0,54.0,1.1860649819494584,2.0,2.309241877256318,62.0,2.0,245000.0
2,21,108,3,4.0,0.0,1973.0,177.0,1.1860649819494584,5.0,2.309241877256318,160.0,3.0,850000.0
2,54,117,2,2.0,1.0,1988.0,134.4575496235455,1.1860649819494584,5.0,2.309241877256318,142.0,3.0,470000.0
2,52,110,2,3.0,0.0,1958.0,54.0,1.1860649819494584,2.0,2.309241877256318,54.0,1.0,180000.0
2,21,135,2,1.0,0.0,1983.0,535.0,1.1860649819494584,4.0,2.309241877256318,128.0,2.0,379900.0
2,21,43,8,3.0,0.0,1971.0,95.0,1.1860649819494584,1.0,2.309241877256318,95.0,1.0,345000.0
2,54,117,2,0.0,0.0,1957.0,66.0,1.1860649819494584,3.0,2.309241877256318,66.0,1.0,340000.0
2,51,94,3,7.0,1.0,2007.0,111.0,1.1860649819494584,3.0,2.309241877256318,90.0,2.0,389000.0
2,41,91,2,3.0,1.0,1975.0,717.0,1.1860649819494584,3.0,2.309241877256318,95.0,2.0,325000.0
2,21,125,3,5.0,0.0,1988.0,40.0,1.1860649819494584,2.68557624083522,2.309241877256318,30.0,1.0,209000.0
2,51,158,0,9.0,2.0,2023.0,146.0,1.1860649819494584,3.0,2.309241877256318,120.0,2.0,585000.0
2,21,43,3,1.0,0.0,1971.0,65.0,1.1860649819494584,2.0,2.309241877256318,65.0,1.0,250000.0
2,15,113,3,1.0,0.0,1987.0,88.0,1.1860649819494584,3.0,2.309241877256318,79.0,1.0,180000.0
2,21,104,3,5.0,0.0,2004.0,66.0,1.1860649819494584,2.0,2.309241877256318,59.0,1.0,185000.0
2,57,140,2,1.0,1.0,2004.0,125.0,1.1860649819494584,2.0,2.309241877256318,125.0,1.0,265000.0
2,51,118,4,1.0,1.0,2010.0,271.0,1.1860649819494584,2.0,2.309241877256318,128.0,2.0,342500.0
2,21,130,3,6.0,0.0,1983.0,131.0,1.1860649819494584,3.0,2.309241877256318,127.0,2.0,420000.0
2,15,28,3,9.0,0.0,1995.0,123.0,1.1860649819494584,3.0,2.309241877256318,91.0,2.0,215000.0
2,21,90,2,5.0,0.0,1951.0,39.0,1.1860649819494584,2.0,2.309241877256318,30.0,1.0,239000.0
2,15,28,1,0.0,0.0,1988.0,56.0,1.1860649819494584,1.0,2.309241877256318,73.0,1.0,115000.0
2,15,47,3,5.0,1.0,2002.0,282.0,1.1860649819494584,2.0,2.309241877256318,151.0,2.0,250000.0
2,21,108,2,4.0,0.0,1951.0,334.0,1.1860649819494584,6.0,2.309241877256318,134.0,2.0,590000.0
2,21,132,2,5.0,0.0,1951.0,109.0,1.1860649819494584,2.0,2.309241877256318,59.0,2.0,448000.0
2,15,152,1,0.0,1.0,1997.7521777596298,129.0,1.1860649819494584,2.0,2.309241877256318,110.0,2.0,295000.0
2,15,107,2,3.0,0.0,1994.0,150.0,1.1860649819494584,4.0,2.309241877256318,150.0,3.0,360000.0
2,52,110,2,1.0,0.0,1958.0,70.0,1.1860649819494584,3.0,2.309241877256318,70.0,1.0,220000.0
2,41,91,7,2.0,3.0,2005.0,271.0,1.1860649819494584,5.0,2.309241877256318,235.0,4.0,3765000.0
2,21,90,2,2.0,0.0,1997.7521777596298,68.0,1.1860649819494584,1.0,2.309241877256318,63.0,1.0,480000.0
2,51,94,2,2.0,0.0,1967.0,95.0,1.1860649819494584,3.0,2.309241877256318,95.0,1.0,229000.0
2,15,107,8,3.0,0.0,1987.0,195.0,1.1860649819494584,2.0,2.309241877256318,76.0,1.0,185000.0
2,50,116,2,1.0,1.0,2003.0,165.0,1.1860649819494584,3.0,2.309241877256318,120.0,2.0,270000.0
2,21,112,3,5.0,0.0,1937.0,80.0,1.1860649819494584,2.0,2.309241877256318,80.0,2.0,395000.0
2,15,28,6,11.0,0.0,1992.0,69.0,1.1860649819494584,2.0,2.309241877256318,67.0,1.0,189500.0
2,41,91,7,3.0,2.0,2008.0,134.4575496235455,1.1860649819494584,3.0,2.309241877256318,148.0,3.0,2320000.0
2,21,41,7,2.0,1.0,1951.0,260.0,1.1860649819494584,1.0,2.309241877256318,49.0,1.0,499500.0
2,21,135,3,10.0,0.0,1989.0,87.0,1.1860649819494584,3.0,2.309241877256318,87.0,1.0,315000.0
2,15,107,2,7.0,0.0,1970.0,87.0,1.1860649819494584,3.0,2.309241877256318,80.0,2.0,206000.0
2,41,74,0,1.0,1.0,1997.7521777596298,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,770000.0
2,41,74,0,4.0,1.0,2023.0,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,820000.0
2,54,99,1,2.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,670000.0
2,54,99,1,2.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,670000.0
2,54,99,1,3.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,680000.0
2,51,94,3,11.0,0.0,1987.0,166.0,1.1860649819494584,3.0,2.309241877256318,70.0,1.0,190000.0
2,21,136,6,2.0,0.0,1950.0,42.0,1.1860649819494584,2.0,2.309241877256318,42.0,1.0,199000.0
2,52,100,2,1.0,0.0,1968.0,59.0,1.1860649819494584,2.0,2.309241877256318,59.0,1.0,159500.0
2,51,94,2,2.0,0.0,1983.0,99.0,1.1860649819494584,3.0,2.309241877256318,95.0,2.0,270000.0
2,21,98,2,2.0,0.0,1989.0,54.0,1.1860649819494584,1.0,2.309241877256318,54.0,1.0,339500.0
2,56,123,4,5.0,2.0,2021.0,160.0,1.1860649819494584,3.0,2.309241877256318,160.0,2.0,750000.0
2,41,74,0,5.0,1.0,1997.7521777596298,210.0,1.1860649819494584,2.0,2.309241877256318,95.0,2.0,665000.0
2,41,74,0,0.0,1.0,1997.7521777596298,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,770000.0
2,41,74,0,2.0,1.0,1997.7521777596298,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,780000.0
2,41,74,0,7.0,1.0,2023.0,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,1220000.0
2,21,125,3,2.0,0.0,1969.0,100.0,1.1860649819494584,3.0,2.309241877256318,90.0,2.0,470000.0
2,54,99,1,3.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,680000.0
2,54,99,1,4.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,680000.0
2,21,96,3,1.0,2.0,1992.0,134.4575496235455,1.1860649819494584,4.0,2.309241877256318,191.0,3.0,1000000.0
2,54,117,3,0.0,0.0,1987.0,61.0,1.1860649819494584,2.0,2.309241877256318,52.0,1.0,243000.0
2,15,152,1,1.0,2.0,1997.7521777596298,154.0,1.1860649819494584,2.0,2.309241877256318,130.0,2.0,350000.0
2,52,119,5,3.0,1.0,2023.0,83.0,1.1860649819494584,2.0,2.309241877256318,83.0,2.0,335000.0
2,60,159,0,5.0,1.0,1997.7521777596298,43.0,1.1860649819494584,1.0,2.309241877256318,43.0,1.0,210000.0
2,60,159,0,1.0,1.0,1997.7521777596298,82.0,1.1860649819494584,3.0,2.309241877256318,82.0,2.0,300000.0
2,21,96,2,2.0,0.0,1954.0,141.0,1.1860649819494584,4.0,2.309241877256318,141.0,2.0,520000.0
2,41,74,0,7.0,1.0,1997.7521777596298,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,1250000.0
2,41,74,0,4.0,1.0,1997.7521777596298,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,810000.0
2,41,74,0,3.0,1.0,1997.7521777596298,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,800000.0
2,41,74,0,3.0,1.0,2023.0,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,790000.0
2,41,74,0,0.0,1.0,2023.0,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,780000.0
2,41,74,0,1.0,1.0,2023.0,130.0,1.1860649819494584,3.0,2.309241877256318,118.0,3.0,760000.0
2,41,74,0,5.0,1.0,2023.0,210.0,1.1860649819494584,2.0,2.309241877256318,95.0,2.0,675000.0
2,41,74,4,1.0,3.0,2021.0,175.0,1.1860649819494584,3.0,2.309241877256318,134.0,3.0,725000.0
2,54,99,1,4.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,680000.0
2,54,99,1,7.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,700000.0
2,21,126,7,2.0,2.0,2012.0,235.0,1.1860649819494584,3.0,2.309241877256318,150.0,4.0,2290000.0
2,60,159,0,5.0,1.0,1997.7521777596298,66.0,1.1860649819494584,2.0,2.309241877256318,66.0,2.0,255000.0
2,60,159,0,2.0,1.0,1997.7521777596298,71.0,1.1860649819494584,2.0,2.309241877256318,71.0,2.0,275000.0
2,21,104,4,4.0,1.0,2022.0,147.0,1.1860649819494584,3.0,2.309241877256318,147.0,3.0,2250000.0
2,50,153,3,2.0,0.0,1980.0,85.0,1.1860649819494584,3.0,2.309241877256318,85.0,2.0,160000.0
2,54,99,1,7.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,700000.0
2,15,28,6,1.0,0.0,1991.0,120.0,1.1860649819494584,2.0,2.309241877256318,77.0,1.0,180000.0
2,21,108,7,2.0,1.0,2023.0,133.0,1.1860649819494584,3.0,2.309241877256318,109.0,3.0,1430000.0
2,55,102,2,0.0,0.0,1977.0,80.0,1.1860649819494584,3.0,2.309241877256318,77.0,2.0,255000.0
2,21,96,6,2.0,0.0,1951.0,134.4575496235455,1.1860649819494584,3.0,2.309241877256318,94.0,2.0,555000.0
2,55,111,6,5.0,0.0,1979.0,120.0,1.1860649819494584,3.0,2.309241877256318,120.0,2.0,330000.0
2,52,100,3,5.0,1.0,2011.0,101.0,1.1860649819494584,2.0,2.309241877256318,101.0,2.0,289000.0
2,21,101,2,5.0,0.0,1993.0,103.0,1.1860649819494584,2.0,2.309241877256318,93.0,2.0,357500.0
2,54,99,1,0.0,2.0,2023.0,150.0,1.1860649819494584,3.0,2.309241877256318,130.0,2.0,670000.0
2,55,139,2,0.0,0.0,1966.0,70.0,1.1860649819494584,2.0,2.309241877256318,66.0,1.0,183000.0
2,21,101,3,5.0,0.0,1968.0,134.4575496235455,1.1860649819494584,2.0,2.309241877256318,55.0,1.0,230000.0
2,21,132,3,9.0,2.0,1986.0,183.0,1.1860649819494584,4.0,2.309241877256318,168.0,2.0,790000.0
2,15,107,3,2.0,1.0,1981.0,97.0,1.1860649819494584,4.0,2.309241877256318,97.0,2.0,350000.0
2,52,137,5,1.0,2.0,2023.0,630.0,1.1860649819494584,3.0,2.309241877256318,118.0,2.0,380000.0
2,21,126,6,5.0,0.0,1952.0,60.0,1.1860649819494584,1.0,2.309241877256318,48.0,1.0,286000.0
2,54,117,2,1.0,0.0,1980.0,86.0,1.1860649819494584,2.0,2.309241877256318,75.0,1.0,245000.0
